1	11.9
1	9
1	10.2
1	12.3
1	11.1
1	11.5
1	11.2
1	10.7
2	6.4
2	7.3
2	16.4
2	11.6
2	8.4
2	1.2
2	4.3
2	13.7
2	12.5
